transaction_id,user_id,amount,transaction_hour,merchant_category,device_type,location,is_new_device,failed_attempts,transactions_last_hour,account_age_days,is_fraud,is_night,amount_log,high_velocity,high_failed_attempts,new_device_high_amount,amount_vs_account_age,risk_factor_count
TXN00020818,4790,844.72,11,electronics,android,Lalitpur,0,1,8,977,0,0,6.740188335556668,1,0,0,0.863721881390593,1
TXN00037517,3756,1768.07,16,education,android,Butwal,0,0,1,295,0,0,7.478209263755644,0,0,0,5.97320945945946,0
TXN00044235,3862,825.67,1,ecommerce,web,Hetauda,0,0,1,523,0,1,6.717405582740853,0,0,0,1.575706106870229,1
TXN00048650,660,1036.68,9,mobile_topup,android,Hetauda,0,0,4,1125,0,0,6.9447427310324175,0,0,0,0.9206749555950267,0
TXN00036235,4987,517.94,7,electronics,ios,Kathmandu,0,1,2,918,0,0,6.251788269546475,0,0,0,0.5635908596300327,0
TXN00021069,618,7837.53,18,utility_bill,ios,Lalitpur,0,0,1,1456,0,0,8.966806595764131,0,0,0,5.379224433768016,0
TXN00009523,1340,847.06,0,education,web,Lalitpur,0,2,7,707,0,1,6.742951388005888,0,0,0,1.196412429378531,1
TXN00032755,2264,2014.45,17,ecommerce,web,Bhaktapur,0,0,1,539,0,0,7.608597774509488,0,0,0,3.730462962962963,0
TXN00012053,4311,668.83,21,healthcare,ios,Birgunj,0,1,2,588,0,0,6.507023948846485,0,0,0,1.13553480475382,0
TXN00023593,341,718.68,17,travel,android,Lalitpur,0,0,3,499,0,0,6.578806668770951,0,0,0,1.43736,0
TXN00008037,2277,222.23,2,fuel,ios,Kathmandu,0,0,2,1203,0,1,5.408202630077279,0,0,0,0.18457641196013289,1
TXN00046976,4127,113.53,22,electronics,ios,Biratnagar,1,0,8,971,0,0,4.740836797409625,1,0,0,0.11680041152263375,1
TXN00016399,2449,2160.56,16,fuel,ios,Butwal,0,0,1,1331,0,0,7.6785854622234675,0,0,0,1.622042042042042,0
TXN00045785,1999,146.93,8,restaurant,ios,Hetauda,0,2,1,649,0,0,4.996739188904145,0,0,0,0.22604615384615387,0
TXN00034615,4804,554.03,14,restaurant,android,Lalitpur,0,0,1,1497,0,0,6.319022166339621,0,0,0,0.3698464619492657,0
TXN00007624,3286,6232.32,8,healthcare,ios,Bhaktapur,0,1,2,217,0,0,8.737664375134848,0,0,0,28.588623853211008,0
TXN00013661,4126,1793.14,6,travel,android,Pokhara,0,0,2,1290,0,0,7.492281077478068,0,0,0,1.3889542989930288,0
TXN00037736,3837,1929.15,7,ecommerce,ios,Birgunj,0,0,3,1480,0,0,7.565352999086127,0,0,0,1.3025995948683322,0
TXN00026541,3148,623.2,4,mobile_topup,ios,Lalitpur,1,0,1,839,0,1,6.436470829836679,0,0,0,0.741904761904762,1
TXN00013267,2356,296.04,19,grocery,web,Dharan,0,0,1,782,0,0,5.693866809868824,0,0,0,0.3780842911877395,0
TXN00018082,3237,1772.63,21,travel,android,Kathmandu,0,3,1,972,0,0,7.48078357290871,0,0,0,1.821819116135663,0
TXN00048085,1208,2087.74,19,electronics,android,Nepalgunj,0,0,1,512,0,0,7.6443162923457795,0,0,0,4.069668615984405,0
TXN00042767,1522,147.5,0,ecommerce,ios,Butwal,0,2,1,1090,0,1,5.000584958242754,0,0,0,0.13519706691109074,1
TXN00004070,3194,526.43,4,electronics,android,Nepalgunj,0,3,2,170,0,1,6.268016155122808,0,0,0,3.078538011695906,1
TXN00016286,124,778.31,5,fuel,android,Hetauda,0,0,5,1204,0,0,6.658408912795929,0,0,0,0.6459004149377593,0
TXN00001118,4832,311.63,20,fuel,android,Butwal,0,0,3,877,0,0,5.745020382672446,0,0,0,0.3549316628701594,0
TXN00010074,2940,645.68,7,utility_bill,ios,Dharan,0,0,1,1205,0,0,6.4718515817334055,0,0,0,0.5353897180762852,0
TXN00011373,1530,551.82,22,ecommerce,android,Lalitpur,0,1,2,1032,0,0,6.315032451249072,0,0,0,0.5341916747337851,0
TXN00032684,4081,595.37,13,utility_bill,ios,Butwal,0,1,3,543,0,0,6.39086127981454,0,0,0,1.0944301470588236,0
TXN00046433,4572,291.03,7,travel,ios,Nepalgunj,0,4,4,1416,0,0,5.676856536716945,0,1,0,0.20538461538461536,1
TXN00025349,1133,8189.92,1,grocery,android,Dharan,0,0,2,1089,0,1,9.010781502650667,0,0,0,7.513688073394495,1
TXN00006715,66,125.53,17,healthcare,web,Kathmandu,0,0,2,932,0,0,4.840479434201172,0,0,0,0.13454448017148982,0
TXN00034567,133,846.71,2,ecommerce,ios,Hetauda,0,2,2,590,0,1,6.742538596170945,0,0,0,1.432673434856176,1
TXN00001030,1725,1206.78,20,electronics,android,Birgunj,0,0,4,408,0,0,7.096539242703746,0,0,0,2.950562347188264,0
TXN00022753,2294,11714.44,0,fuel,android,Biratnagar,0,2,1,963,0,1,9.368662908922031,0,0,0,12.151908713692947,1
TXN00011761,1621,747.92,17,healthcare,ios,Pokhara,0,2,3,580,0,0,6.618632168733952,0,0,0,1.2872977624784854,0
TXN00035896,18,3269.07,4,healthcare,android,Butwal,0,0,1,769,0,1,8.092566670390006,0,0,0,4.2455454545454545,1
TXN00014492,455,1532.47,11,mobile_topup,ios,Hetauda,0,1,3,946,0,0,7.335288420271978,0,0,0,1.6182365364308342,0
TXN00025085,553,660.58,0,electronics,android,Kathmandu,0,1,3,232,0,1,6.494630913506484,0,0,0,2.8351072961373394,1
TXN00020395,3788,2115.41,9,utility_bill,android,Lalitpur,0,2,5,514,0,0,7.657476536023538,0,0,0,4.107592233009709,0
TXN00004813,1030,1600.52,8,education,ios,Bhaktapur,0,2,2,354,0,0,7.3787084572634605,0,0,0,4.508507042253521,0
TXN00008994,672,618.87,13,electronics,android,Birgunj,1,0,3,492,0,0,6.429509778634399,0,0,0,1.255314401622718,0
TXN00049691,1006,924.51,8,ecommerce,android,Butwal,0,0,2,153,0,0,6.830344936925465,0,0,0,6.003311688311689,0
TXN00021374,1858,1899.0,8,healthcare,web,Nepalgunj,0,0,1,438,0,0,7.549609165154532,0,0,0,4.325740318906606,0
TXN00030242,4863,82.15,20,restaurant,ios,Nepalgunj,0,0,3,288,0,0,4.420646205638937,0,0,0,0.2842560553633218,0
TXN00047578,2162,449.53,7,travel,android,Dharan,0,0,3,626,0,0,6.110424667506004,0,0,0,0.7169537480063796,0
TXN00001164,3068,13530.85,2,ecommerce,ios,Bhaktapur,0,2,2,910,1,1,9.512801445003218,0,0,0,14.852744237102087,1
TXN00024810,484,1034.63,18,restaurant,ios,Nepalgunj,0,0,1,1366,0,0,6.942765216171587,0,0,0,0.7568617410387711,0
TXN00021109,4874,674.4,17,electronics,ios,Dharan,0,0,3,1339,0,0,6.515305107951467,0,0,0,0.5032835820895523,0
TXN00003697,4596,418.45,22,education,web,Nepalgunj,1,2,1,127,0,0,6.0389443292923035,0,0,0,3.269140625,0
TXN00011438,1029,218.34,4,travel,web,Kathmandu,0,2,3,1151,0,1,5.3906230373320625,0,0,0,0.18953125,1
TXN00004469,2747,393.83,21,grocery,web,Pokhara,0,1,1,694,0,0,5.978455292514342,0,0,0,0.5666618705035971,0
TXN00009807,4463,921.04,21,mobile_topup,web,Butwal,1,0,2,1482,0,0,6.826588606563477,0,0,0,0.6210654079568442,0
TXN00047767,288,562.47,19,healthcare,web,Pokhara,0,0,2,492,0,0,6.334114093375823,0,0,0,1.1409127789046654,0
TXN00006748,2165,2578.34,6,grocery,android,Birgunj,0,0,7,187,0,0,7.855288831236204,0,0,0,13.714574468085107,0
TXN00049184,1133,44.55,4,grocery,ios,Lalitpur,0,0,3,740,0,1,3.8188106237059674,0,0,0,0.06012145748987854,1
TXN00017378,3491,130.83,3,ecommerce,ios,Butwal,0,0,1,369,0,1,4.881513213769878,0,0,0,0.35359459459459464,1
TXN00036884,241,2742.22,16,fuel,android,Dharan,0,0,2,650,0,0,7.916887691877456,0,0,0,4.21231950844854,0
TXN00013356,4627,1773.67,6,education,android,Lalitpur,0,0,1,1131,0,0,7.481369769132131,0,0,0,1.5668462897526503,0
TXN00032404,1112,249.9,18,restaurant,android,Butwal,0,0,1,390,0,0,5.525054453372377,0,0,0,0.6391304347826087,0
TXN00042454,3832,500.95,0,mobile_topup,ios,Nepalgunj,0,0,4,1413,0,1,6.218500513137536,0,0,0,0.35427864214992927,1
TXN00046065,2538,610.08,18,restaurant,ios,Bhaktapur,1,0,1,751,0,0,6.415227883497522,0,0,0,0.8112765957446809,0
TXN00011538,723,1298.97,15,restaurant,ios,Biratnagar,0,1,1,1338,0,0,7.170096466260275,0,0,0,0.9701045556385363,0
TXN00002008,3084,3747.83,16,electronics,web,Pokhara,0,1,2,1199,0,0,8.22919907028233,0,0,0,3.1231916666666666,0
TXN00003221,3375,450.93,13,ecommerce,web,Lalitpur,0,0,11,69,0,0,6.113527300582422,1,0,0,6.441857142857143,1
TXN00044996,3430,1735.48,11,travel,android,Pokhara,0,0,2,1189,0,0,7.459615354697704,0,0,0,1.4583865546218489,0
TXN00018762,3147,336.57,0,electronics,ios,Kathmandu,0,1,1,1173,0,1,5.821772896214049,0,0,0,0.28668654173764907,1
TXN00014165,2671,4231.93,2,education,ios,Kathmandu,0,0,4,974,0,1,8.350649703649015,0,0,0,4.3404410256410255,1
TXN00040683,1421,73.56,7,healthcare,web,Birgunj,1,0,6,825,0,0,4.311604170377335,0,0,0,0.08905569007263923,0
TXN00025080,4419,809.36,17,education,ios,Pokhara,0,0,1,844,0,0,6.6974785933747505,0,0,0,0.9578224852071006,0
TXN00001822,1001,2602.77,20,fuel,android,Birgunj,0,1,2,813,0,0,7.864715673774678,0,0,0,3.1975061425061426,0
TXN00044661,3463,2414.61,15,utility_bill,ios,Birgunj,0,1,1,326,0,0,7.789707122183415,0,0,0,7.384128440366973,0
TXN00006848,4588,96.74,23,electronics,android,Kathmandu,0,0,2,249,0,0,4.582310891842009,0,0,0,0.38695999999999997,0
TXN00012635,1060,1531.94,23,education,ios,Lalitpur,0,1,2,1497,0,0,7.334942739162617,0,0,0,1.0226568758344459,0
TXN00037668,3740,151.95,14,education,ios,Hetauda,0,1,5,1016,0,0,5.030111070596912,0,0,0,0.14941002949852505,0
TXN00006095,2714,250.72,1,grocery,ios,Biratnagar,0,1,2,533,0,1,5.528317358658732,0,0,0,0.46951310861423223,1
TXN00039248,616,646.56,15,utility_bill,ios,Lalitpur,0,0,1,51,0,0,6.473211453373305,0,0,0,12.433846153846153,0
TXN00010577,1283,492.87,4,electronics,web,Birgunj,0,0,3,460,0,1,6.202272324661071,0,0,0,1.0691323210412147,1
TXN00031074,3632,2630.0,5,ecommerce,ios,Dharan,0,0,1,1319,0,0,7.875119281040293,0,0,0,1.9924242424242424,0
TXN00029112,4115,166.89,12,education,web,Bhaktapur,0,0,3,494,0,0,5.123309003048306,0,0,0,0.33715151515151515,0
TXN00010192,3376,751.05,9,electronics,ios,Butwal,0,0,4,1433,0,0,6.622802811101222,0,0,0,0.5237447698744769,0
TXN00000314,3010,1009.54,12,travel,ios,Nepalgunj,0,0,3,563,0,0,6.918240120424412,0,0,0,1.7899645390070922,0
TXN00011449,2351,1347.73,14,restaurant,web,Pokhara,0,1,2,763,0,0,7.206918687917452,0,0,0,1.764044502617801,0
TXN00030745,3656,74.22,21,restaurant,ios,Bhaktapur,0,0,1,1098,0,0,4.32041715304219,0,0,0,0.06753412192902639,0
TXN00029702,1872,51.76,14,ecommerce,web,Hetauda,0,2,3,784,0,0,3.965753327849114,0,0,0,0.06593630573248407,0
TXN00027658,2904,1887.39,21,education,web,Butwal,0,1,1,1231,0,0,7.543479893169867,0,0,0,1.5319724025974026,0
